-0.011249536	-0.05556121	-0.0077564293	-0.011596006	-0.017554456	-0.00669339	-0.03528692	-0.026908986	-0.020699449	0.031244181	-0.0032777523	-0.02405822	-0.007085228	-0.039719358	-0.027532103	-0.00510871
0.017589487	-0.03707251	0.032580867	-0.031535894	0.010527176	-0.004904775	-0.020679472	-0.025711883	0.028860755	0.03464029	-0.020602418	0.009027135	0.00084972347	-0.032646295	0.02580656	0.024922058
0.015920347	-0.06720678	0.019377923	-0.04488503	-0.054901645	0.03289693	0.027701307	0.030453026	-0.0064743003	0.019929495	0.00502396	0.024857346	-0.00031024712	-0.00018218959	0.0068811844	-0.00053707045
0.03985086	-0.009287238	0.006544964	-0.0020759518	-0.023950612	-0.04118641	-0.020132579	-0.018625898	0.04367733	0.04193982	0.030340388	-0.0022331101	-0.007061045	-0.042833164	0.019920127	0.020678917
0.0040232306	-0.03153854	0.0036847978	0.013992135	-0.03180072	-0.027633056	-0.01739131	0.024717765	-0.019075122	0.07512053	0.005270483	-0.017902391	-0.040451612	-0.019107666	-0.020018319	0.03113748
-0.020701736	-0.033694077	-0.0056958776	-0.014919543	-0.009198372	-0.014761621	-0.005033652	-0.0047708335	0.030417603	-0.038301777	0.0011875595	-0.022344733	-0.02903748	-0.07436019	-0.005817837	0.04961708
-0.034528207	-0.07250596	-0.0061547444	-0.01947606	-0.0008289185	-0.015961107	-0.059986454	0.031488176	0.04484245	0.044074576	0.0009164924	-0.0044915173	0.03331328	0.010298759	-0.017681843	0.044325892
0.024417948	-0.042770445	-0.02449933	0.022899264	-0.008324294	-0.017447721	0.041139796	-0.034602486	0.037569445	-0.012759109	-0.0074096145	-0.013410809	0.00059277215	-0.024919944	0.0035990246	0.00053609064
0.017977284	-0.03699725	-0.015733426	-0.03681284	-0.012130778	-0.0023571383	-0.009235907	-0.021584872	0.058160584	0.044664066	-0.011833079	0.02471459	-0.03814844	-0.066977724	0.015837606	0.016130436
0.016242623	-0.053418808	0.043746725	-0.019563485	-0.033247177	0.018437827	-0.009489555	0.0039896728	0.021386437	0.06516704	-0.008087449	-0.008253626	0.056176588	-0.010984756	0.009029431	0.039268933
0.008210659	-0.020921208	0.05819244	-0.03010613	-0.012764183	0.040526222	-0.03040679	-0.024480594	0.010578642	0.037750203	-0.03230163	0.004024935	-0.03933066	-0.040554717	0.007397855	0.0050625666
0.00495802	-0.017337797	0.008926472	0.024587046	-0.029916909	-0.052384734	-0.035948332	-0.010512236	0.036898226	0.044432804	-0.027476985	0.036565743	-0.0058895517	-0.11099465	0.015424743	0.013579757
-0.023992538	-0.03905437	0.043049958	0.05014615	-0.0112073235	0.0028238664	0.045226283	0.015750706	0.055649374	-0.0005917069	-0.030439151	0.021151194	-0.016408768	0.013422402	-0.016345767	0.0108944485
0.065529026	0.009496659	-0.032847296	0.005602305	0.01244152	-0.014064743	-0.08050709	-0.0002862949	0.0038409745	0.004643494	-0.02703007	-0.016335545	0.0022139428	0.017971633	0.007348061	0.06179986
0.014471347	-0.032014064	-0.016889147	0.026511874	-0.042253997	0.04293021	0.020144206	0.0046724686	-0.009600738	0.018887259	0.04954773	0.02949698	0.003126341	-0.04697384	0.0032839833	-0.07324102
0.011962445	-0.012386533	0.01988142	-0.005782876	-0.020078968	-0.035243146	-0.03241371	-0.004611384	0.01108002	0.015176215	0.03736651	0.032545928	-0.055496395	-0.070951745	0.025808133	0.0012128698
-0.023232369	-0.025217455	-0.0039652498	0.017355073	0.0047073234	-0.020488644	-0.010431152	-0.062152226	0.018993018	-0.004691308	-0.02087863	0.0158176	0.026987743	-0.024263056	0.0351571	-0.07665378
